budget,casting,director,distributor,duration,entries,film_id,genres,img_src,nationality,release,synopsis,title
,Daniel Auteuil|Emmanuelle Devos|Jeanne Cherhal|Louise Chevillotte|Nicolas Buysse|Karim Barras|Larisa Faber|Baptiste Sornin,Joachim Lafosse,Les Films du Losange,99,90037,299455,Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/23/09/19/13/58/2327723.jpg,Belgique|France,2024-01-10,"Silencieuse depuis 25 ans, Astrid la femme d’un célèbre avocat voit son équilibre familial s’effondrer lorsque ses enfants se mettent en quête de justice.",Un silence
,Natalie Portman|Julianne Moore|Charles Melton|Cory Michael Smith|Elizabeth Yu|Gabriel Chung|Piper Curda|D.W. Moffett,Todd Haynes,ARP Sélection,117,118770,293604,Comédie|Drame,https://fr.web.img2.acsta.net/c_310_420/pictures/23/09/06/09/03/2490223.jpg,U.S.A.,2024-01-24,"Pour préparer son nouveau rôle, une actrice célèbre vient rencontrer celle qu’elle va incarner à l’écran, dont la vie sentimentale a enflammé la presse à scandale et passionné le pays 20 ans plus tôt.",May December
,Michael Zindel|Agnès Jaoui|Solal Bouloudnine|Eva Huault|Youssouf Gueye|Jean-Yves Freyburger|Rony Kramer|William Azoulay,Noé Debré,Ad Vitam,90,64165,298017,Comédie dramatique,https://fr.web.img3.acsta.net/c_310_420/pictures/23/11/27/10/20/4832823.jpg,France,2024-01-24,"Bellisha a 27 ans et mène une vie de petit retraité, il va au café, fait le marché, flâne dans la cité... Il vit chez sa mère Giselle, qui sort très peu et à qui il fait croire qu'il est solidement intégré dans la vie active. Le vent tourne quand Giselle s'aperçoit qu'ils sont les derniers juifs de leur cité. Elle se convainc qu'il faut qu'ils partent eux-aussi. Bellisha n'en a pas très envie mais pour rassurer sa mère, il lui fait croire qu'il prépare leur départ.",Le Dernier des Juifs
,Jeff Panacloc|Claude Perron|Vincent Deniard|Patrick Ligardes|Tiphaine Daviot|Nicolas Marié|Sarah Fitri|Roby Schinasi,Pierre-François Martin-Laval,SND,90,175085,294092,Comédie,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/22/13/11/4039583.jpg,France,2023-12-20,"Jeff Panacloc et Jean-Marc, le duo qui a conquis des millions de spectateurs, débarque pour la première fois au cinéma ! ",Jeff Panacloc - À la poursuite de Jean-Marc
,Didier Bourdon|Hakim Jemili|Camille Lou|Thierry Lhermitte|Jean-François Cayrey|Julien Pestel|Chantal Ladesou|André Penvern,Antonin Fourlon|Frédéric Forestier,UGC Distribution,101,329408,308055,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/31/10/38/2323716.jpg,France,2023-12-20,"Dans un village sans histoire, une maison de rêve en pleine nature est à vendre. Pour Simon et Adelaïde, à l’étroit dans leur appartement parisien avec leurs deux enfants, c’est l’occasion idéale de faire le grand saut et de quitter l’enfer de la ville. Mais le rêve se transforme rapidement en cauchemar quand ils réalisent que leurs si sympathiques voisins utilisent leur jardin… comme terrain de chasse ! Entre voisins, la guerre est déclarée et tous les coups (bas) sont permis !",Chasse gardée
,Laure Calamy|Vincent Elbaz|Suzanne de Baecque|Sylvain Katan|Laurent Poitrenaux|Izm|Nicolas Godart|Alexandre Steiger,Caroline Vignal,Diaphana Distribution,98,167511,307775,Comédie|Comédie dramatique|Drame|Romance,https://fr.web.img6.acsta.net/c_310_420/pictures/23/11/20/10/50/5902027.jpg,France,2024-01-03,"Un mari formidable, deux filles parfaites, un cabinet dentaire florissant : tout va bien pour Iris. Mais depuis quand n’a-t-elle pas fait l’amour ? Peut-être est-il temps de prendre un amant. S'inscrivant sur une banale appli de rencontre, Iris ouvre la boite de Pandore. Les hommes vont tomber… Comme s’il en pleuvait !",Iris et les hommes
,Jason Momoa|Patrick Wilson|Amber Heard|Yahya Abdul-Mateen II|Nicole Kidman|Dolph Lundgren|Temuera Morrison|Jani Zhao,James Wan,Warner Bros. France,124,552105,270235,Action|Aventure|Fantastique,https://fr.web.img3.acsta.net/c_310_420/pictures/23/12/14/16/49/3331945.jpg,U.S.A.,2023-12-20,"Black Manta, toujours hanté par le désir de venger son père, est maintenant plus puissant que jamais avec le légendaire Trident Noir entre ses mains. Pour l’anéantir, Aquaman doit s’associer à son frère Orm ancien roi d’Atlantide et actuellement emprisonné. Ensemble, ils devront surmonter leurs différences pour protéger leur royaume et sauver le monde d’une destruction irréversible.",Aquaman et le Royaume perdu
,Cailee Spaeny|Jacob Elordi|Dagmara Dominczyk|Ari Cohen|Tim Post|Lynne Griffin|Dan Beirne|Rodrigo Fernandez-Stoll,Sofia Coppola,ARP Sélection,113,144773,308042,Biopic|Drame,https://fr.web.img5.acsta.net/c_310_420/pictures/23/12/22/11/38/1064294.jpg,U.S.A.|Italie,2024-01-03,"Quand Priscilla rencontre Elvis, elle est collégienne. Lui, à 24 ans, est déjà une star mondiale. De leur idylle secrète à leur mariage iconique, Sofia Coppola dresse le portrait de Priscilla, une adolescente effacée qui lentement se réveillera de son conte de fées pour prendre sa vie en main.",Priscilla
,Denis Podalydès|Jonathan Cohen|Stefan Crepon|Souheila Yacoub|Emmanuelle Bercot|Xavier Beauvois|Valérie Donzelli|Riad Gahmi,Cédric Kahn,Ad Vitam,114,88397,300484,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/23/12/08/09/30/4432840.jpg,France,2024-01-10,"Simon, réalisateur aguerri, débute le tournage d’un film racontant le combat d’ouvriers pour sauver leur usine. Mais entre les magouilles de son producteur, des acteurs incontrôlables et des techniciens à cran, il est vite dépassé par les événements. Abandonné par ses financiers, Simon doit affronter un conflit social avec sa propre équipe. Dans ce tournage infernal, son seul allié est le jeune figurant à qui il a confié la réalisation du making of.",Making Of
,François Civil|Vincent Cassel|Romain Duris|Pio Marmaï|Eva Green|Vicky Krieps|Louis Garrel|Lyna Khoudri,Martin Bourboulon,Pathé,115,711192,288401,Aventure|Historique,https://fr.web.img2.acsta.net/c_310_420/pictures/23/10/06/12/03/1531578.jpg,France,2023-12-13,"Du Louvre au Palais de Buckingham, des bas-fonds de Paris au siège de La Rochelle… dans un Royaume divisé par les guerres de religion et menacé d’invasion par l’Angleterre, une poignée d’hommes et de femmes vont croiser leurs épées et lier leur destin à celui de la France.",Les Trois Mousquetaires: Milady
200000000,Ariana DeBose|Chris Pine|Chris Pine|Alan Tudyk|Angelique Cabral|Victor Garber|Natasha Rothwell|Harvey Guillen|Océane Demontis|Lambert Wilson|Gérard Darmon|Isabelle Adjani|Patrick Raynal|Annie Milon|Tom Almodar|Camille Timmerman,Chris Buck|Fawn Veerasunthorn,The Walt Disney Company France,102,628897,279124,Aventure|Animation|Famille,https://fr.web.img4.acsta.net/c_310_420/pictures/23/11/02/16/59/5607521.jpg,U.S.A.,2023-11-29,"Jeune fille de 17 ans à l’esprit vif, Asha vit à Rosas, un royaume fantastique où tous les souhaits peuvent littéralement s’exaucer. Dans un moment de désespoir, elle adresse un vœu sincère et puissant aux étoiles auquel va répondre une force cosmique : une petite boule d’énergie infinie prénommée Star. Ensemble, Star et Asha vont affronter le plus redoutable des ennemis, le Roi Magnifico et prouver que le souhait d’une personne déterminée, allié à la magie des étoiles, peut réellement produire des miracles...",Wish - Asha et la bonne étoile
,Anaïs Demoustier|Vincent Lacoste|Paul Beaurepaire|Morgan Bailey|Ambre Gollut|Dylan Hawkes|Luc Bataini|Hélios Karyo,Katell Quillévéré,Gaumont Distribution,125,118783,280197,Drame|Romance,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/09/14/17/3474118.jpg,France|Belgique,2023-11-29,"1947. Sur une plage, Madeleine, serveuse dans un hôtel-restaurant, mère d’un petit garçon, fait la connaissance de François, étudiant riche et cultivé. Entre eux, c’est comme une évidence. La providence. Si l’on sait ce qu’elle veut laisser derrière elle en suivant ce jeune homme, on découvre avec le temps ce que François tente de fuir en mêlant le destin de Madeleine au sien...",Le Temps D’Aimer
,Mia Maelzer|Fotinì Peluso|Kim Raver|Avi Nash|Sajda Pathan|Mimmo Mancini|Manuela Ventura|Sarah Abbott,Laetitia Colombani,SND,121,306073,263739,Comédie|Comédie dramatique|Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/23/08/24/12/29/0603454.jpg,France|Italie|Canada|Belgique,2023-11-29, ,La Tresse
,Gilles Lellouche|Mélanie Thierry,Thomas Bidegain,StudioCanal,111,116736,293898,Drame|Romance|Thriller,https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/25/10/58/2824182.jpg,France|U.S.A.|Belgique|Islande,2023-12-06,"En couple depuis 5 ans, Ben et Laura ont décidé de faire le tour du monde en bateau. Avant d'atteindre l'Amérique du Sud, ils font un détour vers une île sauvage, près des côtes antarctiques. En pleine exploration, une tempête s'abat sur eux et leur bateau disparaît. Éloignés du monde, soudain seuls face au danger et à l'hiver qui approche, ils vont devoir lutter pour leur survie et celle de leur couple.",Soudain seuls
,Kumail Nanjiani|Elizabeth Banks|Keegan-Michael Key|Awkwafina|Carol Kane|David Mitchell|Danny DeVito|Isabela Merced|Pio Marmaï|Laure Calamy|Waly Dia|Olivia Dalric|Dominique Frot|Nicolas Marié|Patrick Raynal|Simon Faliu,Benjamin Renner|Guylo Homsy,Universal Pictures International France,82,266863,253760,Aventure|Animation|Comédie|Famille,https://fr.web.img2.acsta.net/c_310_420/pictures/23/10/16/09/27/1728296.jpg,U.S.A.,2023-12-06,"La famille Colvert est en proie à un dilemme d’ordre domestique. Alors que Mack est totalement satisfait de patauger avec sa famille, paisiblement et définitivement, dans leur petite mare de la Nouvelle-Angleterre, sa femme Pam serait plus du genre à bousculer un peu cette routine pour montrer le reste du monde à ses enfants - Dax qui n’est déjà plus un caneton et sa petite sœur Gwen. Lorsqu’ils accueillent, le temps de leur halte, une famille de canards migrateurs, c’est l’occasion rêvée pour Pam de persuader Mack de les imiter et de se lancer dans un périple en famille : destination la Jamaïque, en passant par New York. Alors qu’ils s’envolent vers le soleil pour l’hiver, le plan si bien tracé des Colvert va vite battre de l’aile. Mais la tournure aussi chaotique et inattendue que vont prendre les évènements va les changer à jamais et leur apprendre beaucoup plus qu’ils ne l’auraient imaginé.",Migration
,Eric Judor|Jean-Pascal Zadi|Ana Girardot|Chris Marques|Olivier Paris,Jérémie Degruson,KMBO,90,62664,304507,Aventure|Animation|Comédie|Famille,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/24/13/31/4507914.jpg,Belgique|Espagne|France,2023-12-13,"Quand les lumières s’éteignent dans le vieux théâtre de Central Park, les marionnettes prennent vie. Parmi elles, Don, qui joue le même rôle de bouffon depuis des années. Il rêve d’avoir pour une fois un rôle de vrai héros et de découvrir le monde. Il prend son courage à deux mains et claque la porte. En chemin, il croise DJ Doggy Dog, une peluche abandonnée qui aimerait devenir une star du rap. C’est le début d’une extraordinaire histoire d’amitié. Une grande aventure en plein cœur de New York pour transformer leurs rêves en réalité : même les plus petits personnages peuvent jouer de grands rôles !",Les Inséparables
,Timothée Chalamet|Calah Lane|Keegan-Michael Key|Paterson Joseph|Matt Lucas|Mathew Baynton|Sally Hawkins|Rowan Atkinson,Paul King,Warner Bros. France,117,787846,251105,Aventure|Famille|Fantastique,https://fr.web.img2.acsta.net/c_310_420/pictures/23/12/05/14/56/1249162.jpg,U.S.A.,2023-12-13,"Découvrez la jeunesse de Willy Wonka, l’extraordinaire inventeur, magicien et chocolatier de l’univers féérique de Charlie et la chocolaterie de Roald Dahl, dans le film WONKA. Timothée Chalamet incarne ce jeune homme débordant d’idées et déterminé à changer le monde… avec gourmandise ! Cette œuvre haute en couleur, mêlant émotion et humour, prouve que, dans la vie, les rêves peuvent devenir réalité – surtout si on a la chance de rencontrer Willy Wonka.",Wonka
,Joaquin Phoenix|Vanessa Kirby|Tahar Rahim|Rupert Everett|Ben Miles|Mark Bonnar|Ian McNeice|Catherine Walker,Ridley Scott,Sony Pictures Releasing France,158,764419,287126,Aventure|Biopic|Historique|Guerre,https://fr.web.img5.acsta.net/c_310_420/pictures/23/10/18/16/31/2876053.jpg,Grande-Bretagne|U.S.A.,2023-11-22,"L'ascension et à la chute de l'Empereur Napoléon Bonaparte. Le film retrace la conquête acharnée du pouvoir par Bonaparte à travers le prisme de ses rapports passionnels et tourmentés avec Joséphine, le grand amour de sa vie.",Napoléon
,Franck Dubosc|Emmanuelle Devos|Danièle Lebrun|Danielle Fichaud|Jean-François Cayrey|Fabienne Galula|Dominique Frot|André Penvern,Clément Michel,Gaumont Distribution,86,101658,296975,Comédie,https://fr.web.img6.acsta.net/c_310_420/pictures/23/11/02/12/37/1962480.jpg,France,2023-12-06,"Noël chez les Barand, c'est sacré ! Surtout pour Vincent, le père, qui se fait une joie de voir toute sa famille réunie. Quand ses enfants annulent leur venue au dernier moment, il ne conçoit pas l’idée de passer les fêtes en tête à tête avec sa femme. Il décide donc de se rendre dans une maison de retraite afin de convier une pensionnaire esseulée à venir fêter Noël chez eux. Débarquent alors Monique et sa meilleure amie Jeanne qui vont très vite prendre leurs aises et semer un joyeux bazar… Pour tous les quatre, ce 24 décembre promet d’être aussi explosif qu’inattendu !",Noël Joyeux
,Reina Ueda|Koji Yakusho|Tokio Emoto|Arisa Nakano|Aoi Yamada|Yumi Asou|Sayuri Ishikawa|Tomokazu Miura,Wim Wenders,Haut et Court,125,103232,314885,Comédie|Drame,https://fr.web.img4.acsta.net/c_310_420/pictures/23/10/19/17/23/3002976.jpg,Allemagne|Japon,2023-11-29,"Hirayama travaille à l’entretien des toilettes publiques de Tokyo. Il s’épanouit dans une vie simple, et un quotidien très structuré. Il entretient une passion pour la musique, les livres, et les arbres qu’il aime photographier. Son passé va ressurgir au gré de rencontres inattendues. Une réflexion émouvante et poétique sur la recherche de la beauté dans le quotidien.",Perfect Days
,Virginie Efira|Félix Lefebvre|Arieh Worthalter|Mathieu Demy|India Hair|Alexis Tonetti|Andréa Brusque|Jean-Luc Vincent,Delphine Deloget,Ad Vitam,112,84320,298732,Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/23/10/09/10/35/2389993.jpg,France,2023-11-22,"Sylvie vit à Brest avec ses deux enfants, Sofiane et Jean-Jacques. Une nuit, Sofiane se blesse alors qu’il est seul dans l’appartement. Les services sociaux sont alertés et placent l’enfant en foyer, le temps de mener une enquête. Persuadée d’être victime d’une erreur judiciaire, Sylvie se lance dans un combat pour récupérer son fils.",Rien à Perdre
,Josh Hutcherson|Piper Rubio|Elizabeth Lail|Matthew Lillard|Mary Stuart Masterson|Kat Conner Sterling|Lucas Grant|Christian Stokes,Emma Tammi,Universal Pictures International France,110,493993,236844,Epouvante-horreur,https://fr.web.img6.acsta.net/c_310_420/pictures/23/08/31/11/09/2490429.jpg,U.S.A.,2023-11-08,"Mike, jeune homme perturbé, s’occupe de sa sœur Abby, âgée de 10 ans. Il est toujours hanté par la disparition, jamais élucidée, de son petit frère, survenue il y a une dizaine d’années. Récemment licencié, il a absolument besoin de retrouver un emploi pour ne pas perdre la garde d’Abby. Il accepte donc un poste de gardien de nuit, dans un restaurant désaffecté : Freddy Fazbear’s Pizzeria. Mais Mike ne tarde pas à comprendre que les apparences y sont terriblement trompeuses. Avec l’aide de Vanessa Shelly, agent de police, il est confronté, la nuit, à des phénomènes surnaturels inexplicables et bascule dans un univers cauchemardesque...",Five Nights At Freddy's
